game,comment
Super Mario Bros.,Ive watch this 100
Super Mario Bros.,"Ive bought it 5,000   but i love m-luigi"
Super Mario Bros.,They should have released with all ROMs.
Super Mario Bros.,"My question, can you bring it
Inside a plane?"
Super Mario Bros.,"I didn't get this right when it came out because I didn't think it was 'worth it'. Then, people started hacking them, which, doubles my interest in any 'mini' or 'classic' type console, I want to be able to choose the games I add :) After buying it, the prices went WAY up, and I might just keep this one stock because of how nice of a collectible it is. I'll grab a used one later to hack, but even the way it is, it's totally 'worth it' if you're either a Nintendo fan, a Game and Watch fan, or if you just want an easy way to reply Mario again. The only thing I would have liked to have seen is the kick-stand like the classic units have.

I really hope they come out with a Donkey Kong version, or a dual-screen version with games like Oil Panic."
Super Mario Bros.,Walmart still has the Mario game and watch in the store. 2021 Had to get one and Zelda. 😎
Super Mario Bros.,"Wow, nintendo has no shame at this point, 50 bucks and you get three games..."
Super Mario Bros.,My friend selled it to me for $6 dollars 😂
Super Mario Bros.,They should have added Super Mario Land on there...it would have been icing on the cake 🙂
Super Mario Bros.,The no save is putting me off buying this.
Super Mario Bros.,Just ordered mine. So pumped to hear it has metal on the case!!!
Super Mario Bros.,I remember seeing the original in a k-mart
Super Mario Bros.,They should release a collection of all game and watch games instead of this shit
Super Mario Bros.,"I got two, one to play and one to keep in the box and sell"
Super Mario Bros.,the screen is too small compared to a real game & watch
Super Mario Bros.,"Nice, fair review. The Game&Watch devices were wonderful!

30$ would be a fair price for this."
Super Mario Bros.,"Because minimalism, you spoiled child."
Super Mario Bros.,For you young kids that weren't around in 1985 as a ten-year-old I did not even know super Mario Brothers exist it until 1988 and then only the rich kids and the kids that had fathers that were overcompensating for their absence owned 1 it wasn't until 1989 the Christmas of 1989 when me and all of my friends got the NES for the first time I only knew one person who had one in 1988 and it's because his father and mother got a divorce so is absent father bought him one
Super Mario Bros.,5:10 that Superfamicom box so delicous
Super Mario Bros.,Why is nobody talking about this small but awesome surprise feature? Nintendo’s ZELDA Game & Watch SURPRISE REVEALED https://youtu.be/yMrU1s2r9nM
Super Mario Bros.,I just got mine for my birthday and I’m so happy with it!
Super Mario Bros.,ONE YEAR LATER wow everything he said at the end came true  they have made a zelda one and it does have more content than the mario  bros one
Super Mario Bros.,S
Super Mario Bros.,"Oh yes, the next one is Zelda!"
Super Mario Bros.,"There should have been more Game and Watch releases or at least a Game and Watch with more titles on it. They should have released one that had all the original 1985/86 black box NES titles on it that used the traditional NES controller (Donkey Kong, Donkey Kong Jr, Donkey Kong 3, Donkey Kong Jr Math, Mario Bros, Super Mario Bros, Wrecking Crew, Baloon Fight, Clu Clu Land, Golf, etc)."
Super Mario Bros.,I got this for my birthday without realizing it was limited XD
Super Mario Bros.,If only they add (mario 3) it would be the best relic ever!
Super Mario Bros.,"if it works as a clock, why put it to sleep after leaving it unintended for a couple minutes"
Super Mario Bros.,Should've added bluetooth or even an analog headphone jack to justify the $50 price
Super Mario Bros.,I want Zelda
Super Mario Bros.,"I got mine for my birthday last week. I recently got the score of over 1, 000 000 on Super Mario Bros Lost Level (SMB2) playing Mario in infinity lives."
Super Mario Bros.,Can i save the game and resume where i stop?
Super Mario Bros.,"I bought this the day of release, and I'm getting the Zelda one too!"
Super Mario Bros.,I guess its time to get stabbed in the alley trying to get one from a sketchy website
Super Mario Bros.,"Say you die in the game, do you have to restart from the very beginning?"
Super Mario Bros.,Why didnt they put all 3 marios? They are puttin 3 zeldas on the new one boooo
Super Mario Bros.,"Naw super Mario bros 2 is cool for this system bc like u said we aren’t familiar with it, so ppl get a chance to play a new Mario game, the only other way I’ve played that game is super Mario allstars but it’s not even in the original style so imo I think it’s kinda cool, only is Mario 3 was on this thing"
Super Mario Bros.,"Actually just saw a pre owned version of this at my local gamestop, hopefully i can pick it up soon before anyone else"
Super Mario Bros.,No kickstand is dogshit
Super Mario Bros.,It's Super Mario Brothers.
Super Mario Bros.,I don’t play Mario games
Super Mario Bros.,"Where's Super Mario Bros. 3?
Transfer Nes Classic save file games to Game & Watch or Nintendo Switch could be fun.  hope for update"
Super Mario Bros.,How many games is have this mini console?
Super Mario Bros.,This thing cost like 5 dollars to make and chumps paying 80 box for it 😆😆😆😆
Super Mario Bros.,"Sooooo they just announced the Zelda version, looks much better with 4 games included"
Super Mario Bros.,"Someone tall me the secrets, I’m getting one but it’s gonna stay in its box forever"
Super Mario Bros.,Just bought it brand new for 35 euros
Super Mario Bros.,wow they nailed the zelda thing
Super Mario Bros.,I got one to
Super Mario Bros.,Why is it called game and watch
Super Mario Bros.,These will be on ebay for mega money one day
Super Mario Bros.,SML2 would've been a nice inclusion if they wanna stick to NES and GB games.
Super Mario Bros.,Are there checkpoints? Or do I need to start again when It’s game over?
Super Mario Bros.,I'd say it's worth the price. I got mine not to long ago and play it all the time. Can't wait to get the Zelda version.
Super Mario Bros.,What I want to know is if it’s durable like the rubber buttons
Super Mario Bros.,"6:34 They did make another game and watch, but this time it's the legend of zelda."
Super Mario Bros.,Nintendo: we added super Mario bros and the lost levels. And everyone’s favorite... BALL!!!
Super Mario Bros.,Wish it had tetris
Super Mario Bros.,A pokémon version would be so cool for this
Super Mario Bros.,Is there a save game feature on it?
Super Mario Bros.,Who would buy this
Super Mario Bros.,"I was pumped for this as a novelty item until I heard the price point.
What is wrong with these sick fucks?
Sure their audience is full of brainwashed nostalgia blind idiots that will buy this and then realize that the original Super Mario Bros isn't even fun to play in modern times except maybe the first two levels, but I'm surprised to see ANY games journalist be able to be nothing but cynical about this piece of shit and tell people to stay far away from it. I payed $200 for a New 3ds XL and I can play every single NES, SNES, N64, GBA (including Game and Watch Gallery!), DS, and 3DS game freely and easily thanks to the homebrew community, and anyone who would honestly buy this for their portable Super Mario Bros + Lost Levels experience is a damned fool."
Super Mario Bros.,"Ahh, we love mr. video"
Super Mario Bros.,"This was great when I was younger, and it seems just as nice now."
Super Mario Bros.,"""Star Fox is coming to the Wii U"" being cited as a positive thing... didn't quite age the best, suffice to say."
Super Mario Bros.,I hav ethe Super Mario Bros : Game & Watch
Super Mario Bros.,Wow 85 comments :)
Super Mario Bros.,I wonder what the devs were thinking when making the story and then having you break bricks. Did they want to make Mario a murderer?
Super Mario Bros.,cool Sgt. Pepper Poster
Super Mario Bros.,Dude really stole this entire review from SomecallmeJohnny lmfao
Super Mario Bros.,Gotta hype myself for that new mario so nostalgia time
Super Mario Bros.,5:35 The bricks that contained items were Toads! !! !!!
Super Mario Bros.,Over 30 years later and this game is still so fun to play
Super Mario Bros.,"*DEEP BREATH* HAPPY 2015 YA'LL!!! 




so much time has pasta"
Super Mario Bros.,Great review super Mario bros is my favorite game ever
Super Mario Bros.,"1:39

Well, guess who's baaaaaaack?
Bubsy

Oh, and also Crash"
Super Mario Bros.,This game is actually really easy too those stupid hardcore minecraft fnaf and cod players who thinks the new mario games are for baby's who know who i'm talking about a channel who is confirmed a troll and had his channel terminated if you want a really difficult mario game play super mario bros 3 or suffer yourself playing unfair mario
Super Mario Bros.,8:11 only in The Lost Levels.
Super Mario Bros.,"I am so glad you knew about the continued code, because it seems like *nobody* knows about it nowadays."
Super Mario Bros.,"Real talk, who came back here after Marc's video on Super Mario Bros on ice!?"
Super Mario Bros.,Have you ever addressed your plagiarism on this video?
Super Mario Bros.,*watches review of smb* *gets a mario kart 8 deluxe ad*
Super Mario Bros.,Iplay twomgwiipasmgoiusa 😉😇🙃😊😊😡💩💤
Super Mario Bros.,"I played the super mario all star version of this games,but I still like the nes version better."
Super Mario Bros.,"The current DK isn't Jr, he's Jr's son and Cranky's grandson."
Super Mario Bros.,Really like that drawing of u.
Super Mario Bros.,No he kills toads
Super Mario Bros.,"Fun Fact:The Over world theme has Lyrics to it and shown in the Super Mario Bros Super Show!
I recommend you check it out Marc and To every one else who is intrested."
Super Mario Bros.,"Interesting, most if the jokes were stolen straight from SomeCallMeJohnny. Especially the joke about the fire flower being able to almost kill everything. Hell, most of the game clips were used straight from Johnny's review."
